 Dia, Hora,Sistema, Eolica, Fotovoltaica,  Biomasa, Carboelectrica, Ciclo Combinado, Combustion Interna, Geotermoelectrica, Hidroelectrica, Nucleoelectrica, Termica Convencional, Turbo Gas,Total-MWh
01/01/2020,1,SEN,2077.3199,0.0103,26.5843,1303.8717,15912.6802,223.538,558.3567,1005.1063,1562.6114,1797.9869,1369.7043,25837.77
01/01/2020,2,SEN,1867.3706,0,26.5481,1124.3932,15662.694,213.4383,558.5013,823.6384,1563.683,1790.6783,1385.3979,25016.3431
01/01/2020,3,SEN,1630.8505,0,25.3288,969.8357,15254.6459,209.7134,557.823,776.7613,1563.534,1784.397,1384.8616,24157.7512
01/01/2020,4,SEN,1626.4686,0,25.7136,967.9433,14627.28,206.7111,557.7566,675.0318,1563.1209,1775.0285,1383.9039,23408.9583
01/01/2020,5,SEN,1660.6236,0,25.3357,968.7607,14027.452,205.0509,558.2736,696.1017,1563.7447,1774.8299,1366.3635,22846.5363
01/01/2020,6,SEN,1504.3979,0,26.0772,973.1035,13534.1994,211.5778,558.2419,991.3778,1563.9844,1772.7958,1363.0279,22498.7836
01/01/2020,7,SEN,1219.2255,0.2426,27.7087,969.7614,12949.2873,213.995,557.9761,1746.6036,1564.8108,1767.6805,1361.8466,22379.1381
01/01/2020,8,SEN,1132.735,35.754,27.8156,929.6027,12568.3393,213.1084,556.4443,1555.5634,1564.4023,1674.7298,1363.953,21622.4478
01/01/2020,9,SEN,1047.2836,321.0576,26.341,898.7765,12501.8573,215.9312,557.1372,1465.0723,1564.6322,1568.8042,1367.5725,21534.4656
01/01/2020,10,SEN,1189.7349,857.8423,25.2539,899.0641,12465.0933,207.4577,555.6062,1357.1948,1564.4234,1544.2611,1364.6547,22030.5864
01/01/2020,11,SEN,1151.2682,1377.4832,21.0324,903.3819,12608.8211,210.0344,554.1456,1551.5098,1564.0261,1541.9128,1362.9498,22846.5653
01/01/2020,12,SEN,900.7833,1572.5137,28.9428,907.7046,13602.873,212.3714,550.2235,1352.3771,1563.0433,1557.7446,1364.1357,23612.713
01/01/2020,13,SEN,619.104,1703.7216,28.4049,906.3201,14379.0442,206.5559,548.8503,1318.5816,1563.2076,1556.8791,1359.6516,24190.3209
01/01/2020,14,SEN,548.8992,1656.2656,27.9227,911.0782,14863.1914,206.515,548.3371,804.8069,1562.2896,1582.8651,1356.8222,24068.993
01/01/2020,15,SEN,785.9609,1525.4503,26.3857,909.5894,15058.0181,224.7783,546.9446,630.5348,1561.9603,1582.2107,1350.8681,24202.7012
01/01/2020,16,SEN,1122.5492,1342.2029,24.2561,916.6172,14897.7465,225.6938,546.8471,777.3282,1561.3151,1596.1757,1349.3382,24360.07
01/01/2020,17,SEN,1049.1297,971.5744,24.863,974.1633,15243.3638,228.8117,547.2489,1001.1,1561.506,1583.741,1355.274,24540.7758
01/01/2020,18,SEN,955.834,425.9512,27.8941,1061.9052,16133.2853,234.9838,548.7165,1265.6057,1561.97,1610.3682,1366.2473,25192.7613
01/01/2020,19,SEN,1108.8152,23.8864,26.7519,1225.4952,18140.9685,235.0653,548.6067,1837.1329,1561.6535,1716.5993,1461.977,27886.9519
01/01/2020,20,SEN,1257.8409,0,26.5104,1225.9486,18651.4188,234.1654,549.5493,2775.4963,1558.8012,1724.7944,1497.2898,29501.8151
01/01/2020,21,SEN,1238.6046,0,27.2983,1219.2968,18632.1519,241.3905,549.571,2832.422,1556.9612,1713.3898,1492.7415,29503.8276
01/01/2020,22,SEN,1225.4649,0,27.7439,1231.8816,18404.3903,239.2599,549.7026,2344.0587,1557.3408,1719.3619,1494.5068,28793.7114
01/01/2020,23,SEN,1326.9326,0,27.2611,1241.0195,17782.0358,241.4368,548.5995,1796.5191,1558.2898,1672.8468,1470.6944,27665.6354
01/01/2020,24,SEN,1100.635,0,26.7309,1239.2337,17134.1266,226.5888,549.769,1608.1508,1558.6945,1524.7021,1377.9665,26346.5979
02/01/2020,1,SEN,904.3231,0,19.561,1236.7884,16431.7815,206.464,572.1605,956.0655,1559.3354,1446.6668,1360.0288,24693.175
02/01/2020,2,SEN,962.4453,0,19.6977,1226.402,15631.9068,205.6968,576.0247,945.5778,1559.9955,1432.8375,1358.5054,23919.0895
02/01/2020,3,SEN,964.8754,0,15.674,1241.7564,15079.8244,206.5857,577.2359,920.0879,1560.5456,1441.2383,1360.4343,23368.2579
02/01/2020,4,SEN,930.8644,0,13.2648,1234.1211,14752.364,203.4859,577.3714,782.3421,1561.2589,1471.4177,1358.6596,22885.1499
02/01/2020,5,SEN,1008.0905,0,14.8619,1239.5495,14997.8682,201.8244,579.145,747.624,1560.9528,1436.9672,1341.4433,23128.3268
02/01/2020,6,SEN,1191.3881,0,13.3403,1237.6425,15413.3795,206.2811,580.1,980.866,1561.5161,1475.7936,1304.6154,23964.9226
02/01/2020,7,SEN,1274.1103,0.5364,4.6485,1244.3308,16546.8103,213.5374,580.6722,1261.0671,1561.6085,1545.6307,1390.898,25623.8502
02/01/2020,8,SEN,1291.4237,38.5553,2.6322,1237.6684,17840.0951,223.4027,578.8924,1317.7138,1562.2374,1634.5188,1422.6298,27149.7696
02/01/2020,9,SEN,1384.9228,477.3742,2.4687,1236.568,18575.3862,222.2758,577.4391,1289.8295,1562.9282,1981.3603,1450.4842,28761.037
02/01/2020,10,SEN,1652.314,1487.7806,2.1539,1237.2719,18738.3074,221.7934,572.2231,1165.228,1562.3862,2213.3155,1450.6568,30303.4308
02/01/2020,11,SEN,2020.8098,2228.0519,1.6634,1240.6307,18574.0085,213.8672,567.252,1029.4305,1561.9594,2333.836,1444.8279,31216.3373
02/01/2020,12,SEN,2376.4821,2534.0457,4.5887,1244.658,18765.2125,216.3498,550.5999,969.5273,1561.3374,2380.1688,1434.5508,32037.521
02/01/2020,13,SEN,2642.1491,2867.2408,18.7858,1253.1761,18637.0774,212.7152,547.5636,912.355,1560.9666,2422.1365,1443.5795,32517.7456
02/01/2020,14,SEN,2475.4131,3022.668,16.091,1236.1494,18514.8152,235.2213,549.8789,1072.3602,1560.18,2426.5609,1428.4542,32537.7922
02/01/2020,15,SEN,2508.2731,2994.3635,14.9091,1226.4714,18486.9621,241.6521,574.3756,1140.1247,1557.5979,2322.2286,1441.1981,32508.1562
02/01/2020,16,SEN,2531.2396,2919.8186,24.2674,1240.8708,18498.6696,257.8662,574.524,1192.4611,1553.1501,2358.9318,1450.8986,32602.6978
02/01/2020,17,SEN,2285.2027,2374.6774,24.7161,1235.6713,19149.628,266.8304,576.5283,1299.4904,1551.1959,2432.8014,1480.3215,32677.0634
02/01/2020,18,SEN,1853.6382,907.4211,21.2746,1239.512,20207.5056,293.948,550.2241,2048.2657,1552.3438,2500.5582,1548.8958,32723.5871
02/01/2020,19,SEN,1512.4481,37.3225,25.3558,1283.5934,21214.4434,367.3786,537.7398,3277.2596,1552.7165,2840.0151,1667.03,34315.3028
02/01/2020,20,SEN,1159.6793,0,24.8402,1669.5033,21539.0026,341.9349,568.4431,3832.0315,1554.1691,2921.4829,1718.0179,35329.1048
02/01/2020,21,SEN,975.3631,0,26.0879,1782.7908,21467.986,341.6417,572.8693,3697.2058,1555.2431,3021.0022,1713.8745,35154.0644
02/01/2020,22,SEN,1019.7074,0,25.2731,1645.1956,21270.75,339.5579,571.4363,3004.1754,1555.5357,3023.4047,1697.1699,34152.206
02/01/2020,23,SEN,1322.9897,0,26.6849,1564.6084,20727.9521,348.3813,573.3176,2240.9867,1556.4804,2988.7433,1642.9825,32993.1269
02/01/2020,24,SEN,1418.1027,0,26.0475,1544.7367,20582.4888,263.8577,571.0336,1578.7541,1557.6116,2912.532,1360.6173,31815.782
03/01/2020,1,SEN,1278.8536,0,25.5692,1264.0215,19944.5571,244.9012,581.5952,939.4291,1558.7142,2698.9643,1333.5915,29870.1969
03/01/2020,2,SEN,1557.6937,0,25.5578,1229.3424,19117.7235,234.6824,582.2719,886.6654,1560.2975,2201.8112,1331.3283,28727.3741
03/01/2020,3,SEN,1879.3102,0,26.0267,1242.4678,18037.1687,232.4148,582.9928,886.8474,1560.7887,2086.4411,1324.4827,27858.9409
03/01/2020,4,SEN,1957.9157,0,26.9069,1246.9383,17287.0436,233.3377,584.1294,1266.5676,1561.4371,2096.8285,1326.6225,27587.7273
03/01/2020,5,SEN,2143.833,0,24.7885,1244.3605,17346.9748,232.5131,583.212,862.0194,1562.6093,2077.3104,1324.3619,27401.9829
03/01/2020,6,SEN,2261.0554,0,24.6358,1242.7836,17539.0236,235.7824,583.7856,948.7925,1563.0005,2086.9007,1323.9732,27809.7333
03/01/2020,7,SEN,2397.6951,0.4346,18.7847,1240.2182,18118.9426,248.9433,583.2775,1227.0335,1563.4831,2132.7625,1222.649,28754.2241
03/01/2020,8,SEN,2314.4129,54.7342,22.6135,1240.3104,18821.0122,257.0362,584.0948,1401.9802,1563.4546,2336.6234,1200.3737,29796.6461
03/01/2020,9,SEN,2376.3736,1028.3462,23.376,1236.6534,18712.9244,249.9528,584.5989,1366.4533,1563.2482,2597.9981,1185.6676,30925.5925
03/01/2020,10,SEN,2407.769,2584.156,26.6492,1235.4827,18502.2222,254.6582,572.4173,1179.683,1563.0254,2650.9793,1276.2737,32253.316
03/01/2020,11,SEN,2544.2522,3148.9132,19.7717,1236.2634,18099.7374,243.9563,550.9552,1280.4441,1562.5203,2695.9759,1536.2341,32919.0238
03/01/2020,12,SEN,2860.8074,3377.637,27.5473,1243.1696,18277.3574,235.3814,548.5741,1035.852,1561.8344,2720.0884,1543.896,33432.145
03/01/2020,13,SEN,3011.4455,3590.1337,27.5506,1240.0164,18027.6519,246.1766,547.861,1149.0995,1561.0714,2716.7337,1527.0813,33644.8216
03/01/2020,14,SEN,3071.679,3609.6756,25.6149,1240.3772,17945.6695,248.3528,546.6212,1160.4994,1561.2744,2705.816,1529.366,33644.946
03/01/2020,15,SEN,3236.0581,3602.7256,23.1338,1237.9631,17906.6287,238.7602,547.1655,1065.9541,1561.3532,2627.8858,1549.3364,33596.9645
03/01/2020,16,SEN,3092.1854,3529.8129,21.9037,1247.83,18087.1527,239.1954,546.8547,1167.0005,1561.6264,2559.5211,1546.1265,33599.2093
03/01/2020,17,SEN,2726.0242,3082.7392,23.1912,1244.0447,18101.6781,255.6812,547.1156,1765.8022,1562.1049,2680.855,1688.3848,33677.6211
03/01/2020,18,SEN,2386.4727,1239.5137,25.1634,1434.5943,19146.0349,268.9725,547.4009,2411.6529,1562.2452,2837.0432,1816.6165,33675.7102
03/01/2020,19,SEN,2136.3112,41.3964,25.8592,1697.1795,20384.3979,310.8696,548.026,3347.6804,1563.0903,3044.4467,1922.7586,35022.0158
03/01/2020,20,SEN,1931.0992,0,25.1436,1773.2576,20911.8434,373.5761,549.6166,3966.6296,1562.988,3135.4436,1932.0193,36161.617
03/01/2020,21,SEN,1784.9512,0,20.441,1750.7692,20820.8926,379.0761,550.4315,3755.121,1563.6652,3135.4305,1919.1831,35679.9614
03/01/2020,22,SEN,1624.1227,0,22.8011,1745.7753,20752.8545,379.4782,553.3047,3012.8502,1564.1947,3099.3709,1843.0312,34597.7835
03/01/2020,23,SEN,2181.7801,0,22.1995,1765.9271,20498.2063,373.176,578.9189,2250.1687,1563.4597,2779.044,1583.7531,33596.6334
03/01/2020,24,SEN,2777.4172,0,26.5608,1738.7349,19986.2295,267.2559,587.9297,1285.0849,1563.091,2528.273,1488.8682,32249.4451
04/01/2020,1,SEN,3158.9489,0,25.5745,1371.0068,18979.6131,248.9763,590.0214,805.3275,1564.1568,2082.9407,1440.4121,30266.9781
04/01/2020,2,SEN,3614.7126,0,26.1713,1237.6787,18194.4951,237.6098,591.7875,732.9009,1564.146,1608.4121,1440.4973,29248.4113
04/01/2020,3,SEN,3687.6187,0,27.8952,1240.7899,17316.4655,238.0692,591.706,713.3882,1564.3862,1453.7986,1437.0162,28271.1337
04/01/2020,4,SEN,3678.9857,0,27.4638,1242.2582,16946.1935,236.0009,592.0085,690.6838,1564.502,1418.1586,1435.5179,27831.7729
04/01/2020,5,SEN,3570.8436,0,28.049,1240.8488,16792.2032,234.7028,593.1502,694.429,1564.8424,1411.2973,1435.9671,27566.3334
04/01/2020,6,SEN,3469.0438,0,26.5961,1240.3856,17114.8925,236.5051,593.3992,821.9413,1565.1558,1414.142,1441.4442,27923.5056
04/01/2020,7,SEN,3285.5579,0.2246,19.5863,1249.8509,17718.4099,241.132,593.6182,1037.8339,1565.1919,1411.2204,1446.0683,28568.6943
04/01/2020,8,SEN,2958.0328,65.7457,16.7081,1246.2073,18332.2483,257.4695,592.1348,1364.5989,1565.7615,1408.7811,1455.8139,29263.5019
04/01/2020,9,SEN,2686.3208,1029.3896,24.7191,1247.8139,18566.874,255.2301,592.8455,1201.5367,1565.788,1406.9336,1494.1588,30071.6101
04/01/2020,10,SEN,2105.8767,2655.2124,23.6391,1250.3196,18776.4181,250.4026,590.7987,1209.907,1566.1287,1402.4838,1555.2366,31386.4233
04/01/2020,11,SEN,1711.1267,3474.5536,19.3636,1252.6318,19062.6982,241.235,590.2906,989.3057,1565.9409,1405.3461,1525.0104,31837.5026
04/01/2020,12,SEN,1507.4159,3678.8407,16.3902,1254.1989,19352.9672,249.1589,548.7168,1150.4795,1566.1976,1410.1396,1456.7183,32191.2236
04/01/2020,13,SEN,1457.6841,3669.5093,15.1042,1247.5096,19260.6099,251.0273,543.6195,1412.2937,1565.8564,1403.6108,1446.5659,32273.3907
04/01/2020,14,SEN,1421.3271,3653.0611,24.6803,1244.8581,19114.3493,252.8503,560.9193,1307.7566,1566.2694,1389.5395,1442.7935,31978.4045
04/01/2020,15,SEN,1597.5396,3708.8454,19.2757,1249.4953,18466.005,256.184,583.6661,1222.4026,1566.5946,1377.5766,1444.1264,31491.7113
04/01/2020,16,SEN,1762.7715,3699.8679,24.9445,1238.0943,18237.2324,261.3759,584.2255,995.4335,1566.1818,1397.7306,1446.3565,31214.2144
04/01/2020,17,SEN,1962.0432,3253.7857,23.4306,1251.5353,18123.0984,266.0571,587.5867,922.1714,1566.2973,1428.116,1513.2888,30897.4105
04/01/2020,18,SEN,2004.294,1303.5298,25.0823,1251.2709,19823.2067,269.9724,589.4137,1339.7151,1566.0664,1664.3877,1555.0332,31391.9722
04/01/2020,19,SEN,2087.5549,46.2068,23.8575,1353.499,21324.6468,282.5846,583.0539,2553.9649,1566.5282,1904.2549,1582.3429,33308.4944
04/01/2020,20,SEN,2386.1681,0,23.9148,1368.8292,21288.7985,280.9388,564.4454,2768.4087,1566.6495,1936.4756,1546.8716,33731.5002
04/01/2020,21,SEN,2858.9361,0,24.2893,1283.417,20914.8612,282.6006,567.6637,2175.74,1566.2904,1966.3472,1533.7737,33173.9192
04/01/2020,22,SEN,3086.9315,0,24.6151,1251.3948,20281.8471,281.7917,567.6023,1980.8598,1566.4284,1936.7245,1464.9065,32443.1017
04/01/2020,23,SEN,3167.0801,0,25.8706,1253.7296,19802.4768,279.3969,567.3151,1871.6309,1566.3865,1835.7534,1462.6321,31832.272
04/01/2020,24,SEN,3087.2154,0,26.8393,1261.8799,18840.6823,264.2091,566.162,1375.5895,1566.3689,1593.5447,1462.1043,30044.5954
05/01/2020,1,SEN,3072.1158,0,26.6398,1248.4137,17867.24,253.6226,569.0871,865.4205,1566.8877,1554.3032,1458.385,28482.1154
05/01/2020,2,SEN,3089.9933,0,26.6603,1243.0777,16638.8793,237.4075,592.5443,801.3102,1566.8866,1448.5379,1461.8575,27107.1546
05/01/2020,3,SEN,3225.817,0,26.4852,1238.617,15818.3015,236.6032,592.0653,707.8384,1566.944,1436.7639,1463.8698,26313.3053
05/01/2020,4,SEN,3107.379,0,26.662,1242.3478,15373.8195,237.1015,592.8836,774.9987,1567.0022,1439.5384,1461.5681,25823.3008
05/01/2020,5,SEN,3017.4782,0,26.4862,1242.835,15149.8011,234.6411,593.3065,837.9272,1567.1391,1439.6638,1462.2078,25571.486
05/01/2020,6,SEN,2963.3277,0,22.2097,1235.9068,15185.9741,236.0269,592.079,895.1653,1567.7395,1438.7108,1462.3502,25599.49
05/01/2020,7,SEN,2879.5895,0.2799,15.7126,1245.4452,15308.6823,236.3926,592.9098,1000.8117,1567.6512,1447.2695,1464.7244,25759.4687
05/01/2020,8,SEN,2805.9966,84.152,22.8979,1243.1363,15142.0934,236.0448,591.7547,935.3177,1568.6041,1443.0121,1469.3991,25542.4087
05/01/2020,9,SEN,2588.9442,1200.9273,22.1493,1242.4558,15056.9744,243.8133,591.6279,746.2992,1532.669,1418.0239,1480.5254,26124.4097
05/01/2020,10,SEN,2327.3939,2914.5734,21.7835,1246.7468,14681.079,251.6048,588.953,690.9344,1321.2751,1385.6944,1474.9172,26904.9555
05/01/2020,11,SEN,2312.011,3652.6765,25.3968,1241.2618,14767.0058,252.3633,585.3949,760.1708,1277.6623,1380.2831,1471.3012,27725.5275
05/01/2020,12,SEN,2416.628,3715.7596,23.141,1254.5528,14530.9887,251.8296,585.144,916.8197,1277.8424,1393.3696,1471.9265,27838.0019
05/01/2020,13,SEN,2290.4617,3632.849,24.4286,1264.9653,14817.8778,252.5798,585.2076,1108.168,1272.186,1401.4982,1467.4883,28117.7103
05/01/2020,14,SEN,2239.435,3694.6186,27.0472,1242.6849,14873.6926,245.0226,584.4969,1007.5581,1260.892,1416.1582,1466.4409,28058.047
05/01/2020,15,SEN,2270.5145,3699.7877,28.6564,1242.882,14961.5853,247.994,576.9051,794.8092,1286.2466,1464.9059,1468.3561,28042.6428
05/01/2020,16,SEN,2351.8164,3639.6591,27.7122,1237.4281,14737.2214,254.9077,572.8746,685.7085,1451.3792,1520.9786,1436.2469,27915.9327
05/01/2020,17,SEN,2302.9294,3210.9749,27.9318,1247.2422,15049.3114,262.3547,576.1434,826.9681,1513.1252,1599.0313,1502.2963,28118.3087
05/01/2020,18,SEN,2487.1274,1264.2364,27.55,1431.8707,16425.8847,294.7052,576.7752,1374.612,1534.3081,1695.7804,1555.0712,28667.9213
05/01/2020,19,SEN,2952.0574,50.1596,27.0367,1555.163,18509.4031,283.3409,577.6123,1915.0462,1545.294,1884.3203,1604.4355,30903.869
05/01/2020,20,SEN,3532.8683,0,27.132,1281.7664,19384.5147,288.1963,581.3539,2776.7598,1552.0322,1871.2846,1607.8038,32903.712
05/01/2020,21,SEN,3666.0038,0,27.1105,1243.5626,19090.5517,335.7082,584.0309,2678.4893,1558.2431,1862.5253,1554.2676,32600.493
05/01/2020,22,SEN,3668.5321,0,27.3177,1247.391,18532.9797,402.5788,587.8195,2497.1744,1562.1831,1871.7344,1562.3144,31960.0251
05/01/2020,23,SEN,3630.6667,0,26.6203,1241.0043,17252.1457,384.1404,589.3403,2432.4862,1564.3874,1760.4237,1563.5265,30444.7415
05/01/2020,24,SEN,3581.9906,0,27.0356,1245.3071,16551.6328,362.0382,588.9021,1822.0701,1565.8126,1613.1155,1531.9392,28889.8438
06/01/2020,1,SEN,3565.6311,0,27.2367,1243.1695,16089.8971,248.6072,589.1125,878.1341,1566.5637,1600.6185,1448.1315,27257.1019
06/01/2020,2,SEN,3498.2573,0,26.6379,1246.1258,15295.1029,229.2296,589.3112,766.7618,1566.2403,1600.1658,1435.5359,26253.3685
06/01/2020,3,SEN,3406.7541,0,26.4467,1253.6599,14838.445,225.1867,588.398,711.8871,1565.9393,1583.9942,1436.3327,25637.0437
06/01/2020,4,SEN,3298.311,0,26.3578,1262.8005,14578.2819,223.6036,589.7922,705.8857,1564.8651,1561.7263,1438.902,25250.5261
06/01/2020,5,SEN,3238.2048,0,26.5327,1258.5736,14747.5445,225.7256,590.4182,812.1605,1564.3624,1608.042,1440.9871,25512.5514
06/01/2020,6,SEN,3215.7285,0,26.4756,1256.5857,15304.1404,234.3436,589.8865,1123.9996,1563.6582,1621.4991,1438.8139,26375.1311
06/01/2020,7,SEN,3155.1455,0.2463,26.1379,1258.0606,16702.4486,265.5988,590.6928,1422.0975,1562.6866,1655.9327,1453.1324,28092.1797
06/01/2020,8,SEN,3095.8926,73.6987,26.7578,1253.9124,18032.8049,327.6467,590.8784,1477.3195,1561.9143,1784.6091,1530.1015,29755.5359
06/01/2020,9,SEN,2973.3516,1166.0807,23.9934,1253.7875,18887.3963,334.4465,583.5359,1382.5027,1566.0104,1786.4604,1529.9458,31487.5112
06/01/2020,10,SEN,2677.6192,2840.2864,28.2188,1258.7537,18953.2865,244.6237,577.912,1325.7444,1568.4629,1726.2606,1553.4866,32754.6548
06/01/2020,11,SEN,2843.0561,3560.8913,27.3616,1263.2081,18866.1893,231.8303,573.4066,1477.3025,1568.433,1635.1746,1566.1346,33612.988
06/01/2020,12,SEN,3084.7566,3624.8616,26.3472,1266.0897,19276.0542,236.9877,577.2282,1166.4174,1567.1242,1678.5233,1534.8468,34039.2369
06/01/2020,13,SEN,3221.9563,3548.1961,25.4112,1257.6153,19299.8112,246.978,574.4086,1327.6057,1565.1961,1713.0546,1460.1005,34240.3336
06/01/2020,14,SEN,3161.8452,3385.4044,25.1066,1247.4109,19450.9096,246.2214,576.5835,1631.482,1562.1541,1707.2973,1458.829,34453.244
06/01/2020,15,SEN,2996.8527,3506.5103,24.3922,1247.1187,19338.0427,248.4264,579.0415,1712.3464,1559.121,1732.564,1464.4085,34408.8244
06/01/2020,16,SEN,2885.0465,3303.5205,27.9727,1246.2568,19700.8644,266.0885,578.1563,1504.1922,1555.6829,1861.8014,1450.8147,34380.3969
06/01/2020,17,SEN,2732.1167,2700.7763,27.2551,1344.4976,20226.7136,309.718,579.3474,1492.6328,1555.8073,1959.6474,1514.0673,34442.5795
06/01/2020,18,SEN,2502.4056,1097.478,27.2354,1833.7151,21028.7125,385.6845,583.1076,1733.4552,1557.2618,2087.107,1575.2874,34411.4501
06/01/2020,19,SEN,2588.0023,44.2066,26.6158,1986.2915,21785.4441,395.9297,585.3563,2821.4652,1556.3788,2197.3656,1604.5633,35591.6192
06/01/2020,20,SEN,2823.0683,0,19.3294,2082.358,21811.5201,393.2253,588.275,3291.945,1556.0304,2318.0705,1591.9425,36475.7645
06/01/2020,21,SEN,2988.47,0,19.4084,1833.5191,21894.2642,394.403,589.5102,2836.4612,1557.3277,2322.5578,1579.1919,36015.1135
06/01/2020,22,SEN,2857.9532,0,24.8385,1554.3333,21486.8505,395.8376,590.7508,2541.5542,1557.7332,2231.8376,1469.6609,34711.3498
06/01/2020,23,SEN,2711.3691,0,20.2393,1561.9807,21099.7699,381.0589,592.3446,2010.673,1559.0388,2085.6209,1466.3215,33488.4167
06/01/2020,24,SEN,2472.4837,0,19.8293,1298.1749,20954.6026,371.2508,594.347,1395.6422,1560.9754,1907.9624,1460.5883,32035.8566
07/01/2020,1,SEN,2345.1236,0,26.0992,1242.5564,20273.5841,358.6956,594.1735,977.4025,1561.5266,1649.6805,1458.0447,30486.8867
07/01/2020,2,SEN,2400.0312,0,26.1461,1242.4062,19351.9349,253.3947,593.825,935.4201,1561.9485,1504.5503,1470.5096,29340.1666
07/01/2020,3,SEN,2685.9218,0,26.8626,1247.9069,18285.5509,243.1957,594.1123,941.5389,1561.2599,1390.6608,1473.0007,28450.0105
07/01/2020,4,SEN,3131.7981,0,25.9162,1246.2868,17602.4929,238.335,594.5754,933.2695,1560.3405,1374.4534,1473.0859,28180.5537
07/01/2020,5,SEN,3429.7933,0,24.6974,1235.2752,17492.8614,240.3517,594.1501,863.2637,1559.7122,1419.0532,1470.1773,28329.3355
07/01/2020,6,SEN,3810.4262,0,24.2749,1242.7347,17601.0362,246.9588,595.5715,852.7064,1559.6081,1481.8578,1471.2226,28886.3972
07/01/2020,7,SEN,3865.3303,0.4187,24.23,1239.7356,18486.8062,250.2886,594.1425,1256.2856,1559.5562,1492.8587,1494.554,30264.2064
07/01/2020,8,SEN,3980.3448,46.8516,18.9141,1246.6614,19165.0195,247.2633,593.458,1535.977,1559.716,1520.9555,1512.7365,31427.8977
07/01/2020,9,SEN,3962.98,734.3076,3.4388,1246.5959,19709.1913,247.0241,592.0777,1490.7368,1563.2553,1512.7316,1513.9948,32576.3339
07/01/2020,10,SEN,3731.1959,2152.3896,2.1974,1244.7055,19564.1485,245.7629,588.7299,1636.175,1566.32,1503.1419,1504.5366,33739.3032
07/01/2020,11,SEN,3606.1546,3158.1354,7.3249,1248.848,19284.6028,242.272,585.219,1720.6568,1566.8182,1496.9805,1494.0948,34411.107
07/01/2020,12,SEN,3549.2695,3370.9862,5.8714,1253.226,19458.8119,240.9399,583.4712,1649.0111,1564.7249,1494.9544,1480.5348,34651.8013
07/01/2020,13,SEN,3453.0535,3507.0815,14.6601,1254.2604,19820.5057,236.1815,508.6437,1460.3278,1563.654,1495.2894,1483.5543,34797.2119
07/01/2020,14,SEN,3303.0763,3539.8763,18.5684,1245.6661,20083.6106,225.3791,512.7658,1363.898,1563.9634,1505.3924,1504.0539,34866.2503
07/01/2020,15,SEN,3239.102,3466.1077,20.5017,1205.7169,20418.6756,231.5067,514.9344,1232.6348,1564.0264,1518.713,1486.562,34898.4812
07/01/2020,16,SEN,3338.4042,3248.5973,17.2531,1085.9303,20595.1669,247.9572,540.0505,1164.0927,1563.8084,1633.3425,1485.6312,34920.2343
07/01/2020,17,SEN,3427.4899,2808.3128,23.9703,1056.6554,20836.2205,272.6883,566.4824,1195.4022,1563.8355,1792.5819,1573.809,35117.4482
07/01/2020,18,SEN,3542.7356,1128.9436,22.4706,1056.8348,21375.0912,294.0636,580.1302,2278.4633,1565.2317,1816.6785,1630.7972,35291.4403
07/01/2020,19,SEN,3689.3612,47.6582,22.8438,1335.8231,22397.0024,301.2384,582.5697,2746.0612,1565.8214,1937.6219,1666.6178,36292.6191
07/01/2020,20,SEN,3742.297,0,22.5068,1520.4172,22856.0558,303.7396,583.2906,3141.3278,1565.6218,2074.8667,1656.5949,37466.7182
07/01/2020,21,SEN,3613.7602,0,23.3387,1556.3413,22711.9299,300.7157,582.9184,3106.1463,1566.6454,1966.375,1650.6345,37078.8054
07/01/2020,22,SEN,3620.3932,0,24.6369,1372.5615,22116.3446,297.6566,587.325,2541.9544,1565.6466,1915.4449,1535.6028,35577.5665
07/01/2020,23,SEN,3498.8094,0,23.2327,1233.7476,21587.0113,281.8704,588.6918,1991.7979,1566.0966,1737.457,1512.8092,34021.5239
07/01/2020,24,SEN,3324.204,0,16.3698,1219.9555,20658.9316,269.0408,588.6177,1586.1282,1565.3283,1671.1649,1489.6905,32389.4313
08/01/2020,1,SEN,3115.7035,0,15.6623,1231.3888,19409.4606,252.561,590.314,1198.8394,1566.2136,1591.0883,1468.7457,30439.9772
08/01/2020,2,SEN,2882.7238,0,13.499,1233.3407,18760.4082,244.4666,590.416,976.9902,1567.1766,1502.3932,1465.6449,29237.0592
08/01/2020,3,SEN,2825.524,0,20.8307,1236.6151,17993.1275,246.3505,592.052,1015.4427,1566.6225,1391.9517,1467.2267,28355.7434
08/01/2020,4,SEN,2766.3649,0,23.3394,1234.8432,17751.7597,246.9563,592.0464,1095.5214,1566.2667,1369.1967,1465.9443,28112.239
08/01/2020,5,SEN,2739.6677,0,24.5231,1235.3129,17905.1422,246.706,592.2366,1212.5132,1565.7718,1364.4443,1465.1051,28351.4229
08/01/2020,6,SEN,2814.1778,0,23.7483,1241.6813,18758.084,250.5816,592.3797,1346.1752,1566.2755,1375.725,1467.2458,29436.0742
08/01/2020,7,SEN,2739.2935,0.5375,25.7123,1236.3424,20285.2415,254.6347,591.3488,1602.205,1566.7406,1356.8042,1477.3331,31136.1936
08/01/2020,8,SEN,2850.8644,68.7407,25.4257,1239.5005,21219.9177,255.2151,588.2346,1684.125,1566.8427,1595.0234,1495.9743,32589.8641
08/01/2020,9,SEN,3056.3234,1059.4718,26.0086,1238.7069,21119.8532,257.2909,586.0505,1337.5583,1567.0773,1729.6304,1491.7031,33469.6744
