Fecha, Hora,Sistema, Area, Pronostico (MWh),,,
03/03/2020,15,BCA,BCA,1428.535,,,
03/03/2020,16,BCA,BCA,1427.448,,,
03/03/2020,17,BCA,BCA,1404.073,,,
03/03/2020,18,BCA,BCA,1425.003,,,
03/03/2020,19,BCA,BCA,1540.83,,,
03/03/2020,20,BCA,BCA,1537.89,,,
03/03/2020,21,BCA,BCA,1517.142,,,
03/03/2020,22,BCA,BCA,1434.553,,,
03/03/2020,23,BCA,BCA,1338.373,,,
03/03/2020,24,BCA,BCA,1230.379,,,
03/03/2020,1,BCS,BCS,221.184,,,
03/03/2020,2,BCS,BCS,211.107,,,
03/03/2020,3,BCS,BCS,205.208,,,
03/03/2020,4,BCS,BCS,201.959,,,
03/03/2020,5,BCS,BCS,202.508,,,
03/03/2020,6,BCS,BCS,213.241,,,
03/03/2020,7,BCS,BCS,229.291,,,
03/03/2020,8,BCS,BCS,239.313,,,
03/03/2020,9,BCS,BCS,249.779,,,
03/03/2020,10,BCS,BCS,258.78,,,
03/03/2020,11,BCS,BCS,265.454,,,
03/03/2020,12,BCS,BCS,269.139,,,
03/03/2020,13,BCS,BCS,270.721,,,
03/03/2020,14,BCS,BCS,270.967,,,
03/03/2020,15,BCS,BCS,272.955,,,
03/03/2020,16,BCS,BCS,275.434,,,
03/03/2020,17,BCS,BCS,277.192,,,
03/03/2020,18,BCS,BCS,278.64,,,
03/03/2020,19,BCS,BCS,292.521,,,
03/03/2020,20,BCS,BCS,303.306,,,
03/03/2020,21,BCS,BCS,295.36,,,
03/03/2020,22,BCS,BCS,281.988,,,
03/03/2020,23,BCS,BCS,260.231,,,
03/03/2020,24,BCS,BCS,236.055,,,
03/03/2020,1,SIN,CEN,5906.91,,,
03/03/2020,2,SIN,CEN,5618.257,,,
03/03/2020,3,SIN,CEN,5465.809,,,
03/03/2020,4,SIN,CEN,5410.685,,,
03/03/2020,5,SIN,CEN,5511.657,,,
03/03/2020,6,SIN,CEN,5822.958,,,
03/03/2020,7,SIN,CEN,6431.698,,,
03/03/2020,8,SIN,CEN,6687.428,,,
03/03/2020,9,SIN,CEN,6883.439,,,
03/03/2020,10,SIN,CEN,7121.663,,,
03/03/2020,11,SIN,CEN,7270.721,,,
03/03/2020,12,SIN,CEN,7385.313,,,
03/03/2020,13,SIN,CEN,7400.144,,,
03/03/2020,14,SIN,CEN,7358.615,,,
03/03/2020,15,SIN,CEN,7359.605,,,
03/03/2020,16,SIN,CEN,7444.014,,,
03/03/2020,17,SIN,CEN,7452.922,,,
03/03/2020,18,SIN,CEN,7378.433,,,
03/03/2020,19,SIN,CEN,7448.954,,,
03/03/2020,20,SIN,CEN,8027.567,,,
03/03/2020,21,SIN,CEN,7976.825,,,
03/03/2020,22,SIN,CEN,7611.989,,,
03/03/2020,23,SIN,CEN,7043.322,,,
03/03/2020,24,SIN,CEN,6504.808,,,
03/03/2020,1,SIN,NES,5834.431,,,
03/03/2020,2,SIN,NES,5653.785,,,
03/03/2020,3,SIN,NES,5525.663,,,
03/03/2020,4,SIN,NES,5446.387,,,
03/03/2020,5,SIN,NES,5447.797,,,
03/03/2020,6,SIN,NES,5508.128,,,
03/03/2020,7,SIN,NES,5692.792,,,
03/03/2020,8,SIN,NES,5844.462,,,
03/03/2020,9,SIN,NES,5979.995,,,
03/03/2020,10,SIN,NES,6122.653,,,
03/03/2020,11,SIN,NES,6247.364,,,
03/03/2020,12,SIN,NES,6339.936,,,
03/03/2020,13,SIN,NES,6435.321,,,
03/03/2020,14,SIN,NES,6520.151,,,
03/03/2020,15,SIN,NES,6589.782,,,
03/03/2020,16,SIN,NES,6624.09,,,
03/03/2020,17,SIN,NES,6622.425,,,
03/03/2020,18,SIN,NES,6522.152,,,
03/03/2020,19,SIN,NES,6426.038,,,
03/03/2020,20,SIN,NES,6424.581,,,
03/03/2020,21,SIN,NES,6374.796,,,
03/03/2020,22,SIN,NES,6266.864,,,
03/03/2020,23,SIN,NES,6145.546,,,
03/03/2020,24,SIN,NES,6025.581,,,
03/03/2020,1,SIN,NOR,2034.106,,,
03/03/2020,2,SIN,NOR,1945.91,,,
03/03/2020,3,SIN,NOR,1905.824,,,
03/03/2020,4,SIN,NOR,1871.577,,,
03/03/2020,5,SIN,NOR,1844.405,,,
03/03/2020,6,SIN,NOR,1863.96,,,
03/03/2020,7,SIN,NOR,1928.561,,,
03/03/2020,8,SIN,NOR,2006.152,,,
03/03/2020,9,SIN,NOR,2062.622,,,
03/03/2020,10,SIN,NOR,2119.415,,,
03/03/2020,11,SIN,NOR,2184.007,,,
03/03/2020,12,SIN,NOR,2220.347,,,
03/03/2020,13,SIN,NOR,2251.322,,,
03/03/2020,14,SIN,NOR,2256.09,,,
03/03/2020,15,SIN,NOR,2243.623,,,
03/03/2020,16,SIN,NOR,2255.292,,,
03/03/2020,17,SIN,NOR,2255.62,,,
03/03/2020,18,SIN,NOR,2242.677,,,
03/03/2020,19,SIN,NOR,2211.654,,,
03/03/2020,20,SIN,NOR,2298.314,,,
03/03/2020,21,SIN,NOR,2372.356,,,
03/03/2020,22,SIN,NOR,2342.613,,,
03/03/2020,23,SIN,NOR,2267.159,,,
03/03/2020,24,SIN,NOR,2142.244,,,
03/03/2020,1,SIN,NTE,2857.473,,,
03/03/2020,2,SIN,NTE,2757.993,,,
03/03/2020,3,SIN,NTE,2700.971,,,
03/03/2020,4,SIN,NTE,2669.691,,,
03/03/2020,5,SIN,NTE,2673.87,,,
03/03/2020,6,SIN,NTE,2712.976,,,
03/03/2020,7,SIN,NTE,2809.372,,,
03/03/2020,8,SIN,NTE,2954.032,,,
03/03/2020,9,SIN,NTE,3060.71,,,
03/03/2020,10,SIN,NTE,3134.184,,,
03/03/2020,11,SIN,NTE,3184.785,,,
03/03/2020,12,SIN,NTE,3207.25,,,
03/03/2020,13,SIN,NTE,3233.464,,,
03/03/2020,14,SIN,NTE,3220.987,,,
03/03/2020,15,SIN,NTE,3220.193,,,
03/03/2020,16,SIN,NTE,3249.647,,,
03/03/2020,17,SIN,NTE,3235.53,,,
03/03/2020,18,SIN,NTE,3220.858,,,
03/03/2020,19,SIN,NTE,3204.439,,,
03/03/2020,20,SIN,NTE,3332.993,,,
03/03/2020,21,SIN,NTE,3366.578,,,
03/03/2020,22,SIN,NTE,3314.928,,,
03/03/2020,23,SIN,NTE,3221.033,,,
03/03/2020,24,SIN,NTE,3062.258,,,
03/03/2020,1,SIN,OCC,8012.773,,,
03/03/2020,2,SIN,OCC,7731.129,,,
03/03/2020,3,SIN,OCC,7553.246,,,
03/03/2020,4,SIN,OCC,7465.052,,,
03/03/2020,5,SIN,OCC,7490.971,,,
03/03/2020,6,SIN,OCC,7622.622,,,
03/03/2020,7,SIN,OCC,8029.204,,,
03/03/2020,8,SIN,OCC,8427.053,,,
03/03/2020,9,SIN,OCC,8873.353,,,
03/03/2020,10,SIN,OCC,9151.782,,,
03/03/2020,11,SIN,OCC,9270.545,,,
03/03/2020,12,SIN,OCC,9354.934,,,
03/03/2020,13,SIN,OCC,9418.691,,,
03/03/2020,14,SIN,OCC,9472.74,,,
03/03/2020,15,SIN,OCC,9445.876,,,
03/03/2020,16,SIN,OCC,9472.234,,,
03/03/2020,17,SIN,OCC,9468.903,,,
03/03/2020,18,SIN,OCC,9286.859,,,
03/03/2020,19,SIN,OCC,9013.506,,,
03/03/2020,20,SIN,OCC,9288.251,,,
03/03/2020,21,SIN,OCC,9299.854,,,
03/03/2020,22,SIN,OCC,9060.439,,,
03/03/2020,23,SIN,OCC,8671.006,,,
03/03/2020,24,SIN,OCC,8381.803,,,
03/03/2020,1,SIN,ORI,6027.718,,,
03/03/2020,2,SIN,ORI,5751.538,,,
03/03/2020,3,SIN,ORI,5555.619,,,
03/03/2020,4,SIN,ORI,5412.934,,,
03/03/2020,5,SIN,ORI,5323.531,,,
03/03/2020,6,SIN,ORI,5416.821,,,
03/03/2020,7,SIN,ORI,5579.008,,,
03/03/2020,8,SIN,ORI,5547.288,,,
03/03/2020,9,SIN,ORI,5655.577,,,
03/03/2020,10,SIN,ORI,5818.449,,,
03/03/2020,11,SIN,ORI,6010.797,,,
03/03/2020,12,SIN,ORI,6121.69,,,
03/03/2020,13,SIN,ORI,6231.527,,,
03/03/2020,14,SIN,ORI,6302.141,,,
03/03/2020,15,SIN,ORI,6360.434,,,
03/03/2020,16,SIN,ORI,6407.474,,,
03/03/2020,17,SIN,ORI,6355.291,,,
03/03/2020,18,SIN,ORI,6306.889,,,
03/03/2020,19,SIN,ORI,6569.446,,,
03/03/2020,20,SIN,ORI,7174.626,,,
03/03/2020,21,SIN,ORI,7191.588,,,
03/03/2020,22,SIN,ORI,7052.926,,,
03/03/2020,23,SIN,ORI,6837.307,,,
03/03/2020,24,SIN,ORI,6459.641,,,
03/03/2020,1,SIN,PEN,1376.1,,,
03/03/2020,2,SIN,PEN,1308.412,,,
03/03/2020,3,SIN,PEN,1250.603,,,
03/03/2020,4,SIN,PEN,1210.431,,,
03/03/2020,5,SIN,PEN,1190.713,,,
03/03/2020,6,SIN,PEN,1188.782,,,
03/03/2020,7,SIN,PEN,1196.306,,,
03/03/2020,8,SIN,PEN,1284.066,,,
03/03/2020,9,SIN,PEN,1419.233,,,
03/03/2020,10,SIN,PEN,1517.391,,,
03/03/2020,11,SIN,PEN,1584.849,,,
03/03/2020,12,SIN,PEN,1630.032,,,
03/03/2020,13,SIN,PEN,1649.552,,,
03/03/2020,14,SIN,PEN,1668.113,,,
03/03/2020,15,SIN,PEN,1688.553,,,
03/03/2020,16,SIN,PEN,1713.469,,,
03/03/2020,17,SIN,PEN,1709.572,,,
03/03/2020,18,SIN,PEN,1660.678,,,
03/03/2020,19,SIN,PEN,1727.716,,,
03/03/2020,20,SIN,PEN,1728.919,,,
03/03/2020,21,SIN,PEN,1720.544,,,
03/03/2020,22,SIN,PEN,1714.893,,,
03/03/2020,23,SIN,PEN,1681.86,,,
03/03/2020,24,SIN,PEN,1616.564,,,
04/03/2020,1,BCA,BCA,1172.107,,,
04/03/2020,2,BCA,BCA,1122.916,,,
04/03/2020,3,BCA,BCA,1097.61,,,
04/03/2020,4,BCA,BCA,1090.589,,,
04/03/2020,5,BCA,BCA,1111.62,,,
04/03/2020,6,BCA,BCA,1164.247,,,
04/03/2020,7,BCA,BCA,1248.561,,,
04/03/2020,8,BCA,BCA,1350.376,,,
04/03/2020,9,BCA,BCA,1394.973,,,
04/03/2020,10,BCA,BCA,1422.24,,,
04/03/2020,11,BCA,BCA,1452.38,,,
04/03/2020,12,BCA,BCA,1472.968,,,
04/03/2020,13,BCA,BCA,1469.666,,,
04/03/2020,14,BCA,BCA,1481.344,,,
04/03/2020,15,BCA,BCA,1492.583,,,
04/03/2020,16,BCA,BCA,1482.977,,,
04/03/2020,17,BCA,BCA,1465.37,,,
04/03/2020,18,BCA,BCA,1480.781,,,
04/03/2020,19,BCA,BCA,1580.679,,,
04/03/2020,20,BCA,BCA,1578.104,,,
04/03/2020,21,BCA,BCA,1536.929,,,
04/03/2020,22,BCA,BCA,1465.822,,,
04/03/2020,23,BCA,BCA,1372.275,,,
04/03/2020,24,BCA,BCA,1277.824,,,
04/03/2020,1,BCS,BCS,217.534,,,
04/03/2020,2,BCS,BCS,207.471,,,
04/03/2020,3,BCS,BCS,201.702,,,
04/03/2020,4,BCS,BCS,200.086,,,
04/03/2020,5,BCS,BCS,200.534,,,
04/03/2020,6,BCS,BCS,210.383,,,
04/03/2020,7,BCS,BCS,225.736,,,
04/03/2020,8,BCS,BCS,235.27,,,
04/03/2020,9,BCS,BCS,246.192,,,
04/03/2020,10,BCS,BCS,257.698,,,
04/03/2020,11,BCS,BCS,264.72,,,
04/03/2020,12,BCS,BCS,267.482,,,
04/03/2020,13,BCS,BCS,267.947,,,
04/03/2020,14,BCS,BCS,269.381,,,
04/03/2020,15,BCS,BCS,270.884,,,
04/03/2020,16,BCS,BCS,273.645,,,
04/03/2020,17,BCS,BCS,274.751,,,
04/03/2020,18,BCS,BCS,277.295,,,
04/03/2020,19,BCS,BCS,291.475,,,
04/03/2020,20,BCS,BCS,302.156,,,
04/03/2020,21,BCS,BCS,294.468,,,
04/03/2020,22,BCS,BCS,280.48,,,
04/03/2020,23,BCS,BCS,257.747,,,
04/03/2020,24,BCS,BCS,232.594,,,
04/03/2020,1,SIN,CEN,5781.02,,,
04/03/2020,2,SIN,CEN,5477,,,
04/03/2020,3,SIN,CEN,5366.213,,,
04/03/2020,4,SIN,CEN,5393.959,,,
04/03/2020,5,SIN,CEN,5399.119,,,
04/03/2020,6,SIN,CEN,5718.936,,,
04/03/2020,7,SIN,CEN,6321.107,,,
04/03/2020,8,SIN,CEN,6558.357,,,
04/03/2020,9,SIN,CEN,6813.223,,,
04/03/2020,10,SIN,CEN,7073.013,,,
04/03/2020,11,SIN,CEN,7243.721,,,
04/03/2020,12,SIN,CEN,7395.576,,,
04/03/2020,13,SIN,CEN,7343.366,,,
04/03/2020,14,SIN,CEN,7271.411,,,
04/03/2020,15,SIN,CEN,7251.682,,,
04/03/2020,16,SIN,CEN,7345.535,,,
04/03/2020,17,SIN,CEN,7348.428,,,
04/03/2020,18,SIN,CEN,7264.245,,,
04/03/2020,19,SIN,CEN,7397.344,,,
04/03/2020,20,SIN,CEN,7914.042,,,
04/03/2020,21,SIN,CEN,7875.966,,,
04/03/2020,22,SIN,CEN,7499.05,,,
04/03/2020,23,SIN,CEN,6998.389,,,
04/03/2020,24,SIN,CEN,6550.976,,,
04/03/2020,1,SIN,NES,5896.561,,,
04/03/2020,2,SIN,NES,5710.858,,,
04/03/2020,3,SIN,NES,5577.355,,,
04/03/2020,4,SIN,NES,5518.247,,,
04/03/2020,5,SIN,NES,5509.381,,,
04/03/2020,6,SIN,NES,5573.704,,,
04/03/2020,7,SIN,NES,5725.581,,,
04/03/2020,8,SIN,NES,5871.461,,,
04/03/2020,9,SIN,NES,6006.494,,,
04/03/2020,10,SIN,NES,6103.496,,,
04/03/2020,11,SIN,NES,6200.268,,,
04/03/2020,12,SIN,NES,6294.119,,,
04/03/2020,13,SIN,NES,6375.291,,,
04/03/2020,14,SIN,NES,6444.398,,,
04/03/2020,15,SIN,NES,6493.296,,,
04/03/2020,16,SIN,NES,6504.517,,,
04/03/2020,17,SIN,NES,6494.084,,,
04/03/2020,18,SIN,NES,6381.307,,,
04/03/2020,19,SIN,NES,6265.188,,,
04/03/2020,20,SIN,NES,6256.232,,,
04/03/2020,21,SIN,NES,6242.05,,,
04/03/2020,22,SIN,NES,6149.489,,,
04/03/2020,23,SIN,NES,6045.205,,,
04/03/2020,24,SIN,NES,5918.453,,,
04/03/2020,1,SIN,NOR,2053.217,,,
04/03/2020,2,SIN,NOR,1968.565,,,
04/03/2020,3,SIN,NOR,1911.823,,,
04/03/2020,4,SIN,NOR,1863.445,,,
04/03/2020,5,SIN,NOR,1847.389,,,
04/03/2020,6,SIN,NOR,1870.307,,,
04/03/2020,7,SIN,NOR,1918.469,,,
04/03/2020,8,SIN,NOR,2007.99,,,
04/03/2020,9,SIN,NOR,2035.194,,,
04/03/2020,10,SIN,NOR,2121.389,,,
04/03/2020,11,SIN,NOR,2184.423,,,
04/03/2020,12,SIN,NOR,2226.564,,,
04/03/2020,13,SIN,NOR,2264.744,,,
04/03/2020,14,SIN,NOR,2273.452,,,
04/03/2020,15,SIN,NOR,2287.584,,,
04/03/2020,16,SIN,NOR,2281.379,,,
04/03/2020,17,SIN,NOR,2311.912,,,
04/03/2020,18,SIN,NOR,2281.796,,,
04/03/2020,19,SIN,NOR,2268.677,,,
04/03/2020,20,SIN,NOR,2331.485,,,
04/03/2020,21,SIN,NOR,2413.715,,,
04/03/2020,22,SIN,NOR,2385.217,,,
04/03/2020,23,SIN,NOR,2284.859,,,
04/03/2020,24,SIN,NOR,2169.537,,,
04/03/2020,1,SIN,NTE,2874.46,,,
04/03/2020,2,SIN,NTE,2787.314,,,
04/03/2020,3,SIN,NTE,2733.11,,,
04/03/2020,4,SIN,NTE,2706.95,,,
04/03/2020,5,SIN,NTE,2707.949,,,
04/03/2020,6,SIN,NTE,2753.07,,,
04/03/2020,7,SIN,NTE,2847.904,,,
04/03/2020,8,SIN,NTE,2976.974,,,
04/03/2020,9,SIN,NTE,3101.157,,,
04/03/2020,10,SIN,NTE,3182.846,,,
04/03/2020,11,SIN,NTE,3225.611,,,
04/03/2020,12,SIN,NTE,3261.275,,,
04/03/2020,13,SIN,NTE,3263.9,,,
04/03/2020,14,SIN,NTE,3239.441,,,
04/03/2020,15,SIN,NTE,3240.442,,,
04/03/2020,16,SIN,NTE,3235.308,,,
04/03/2020,17,SIN,NTE,3208.973,,,
04/03/2020,18,SIN,NTE,3193.798,,,
04/03/2020,19,SIN,NTE,3181.272,,,
04/03/2020,20,SIN,NTE,3303.899,,,
04/03/2020,21,SIN,NTE,3332.627,,,
04/03/2020,22,SIN,NTE,3276.707,,,
04/03/2020,23,SIN,NTE,3184.224,,,
04/03/2020,24,SIN,NTE,3031.525,,,
04/03/2020,1,SIN,OCC,8153.234,,,
04/03/2020,2,SIN,OCC,7901.333,,,
04/03/2020,3,SIN,OCC,7739.456,,,
04/03/2020,4,SIN,OCC,7658.704,,,
04/03/2020,5,SIN,OCC,7681.675,,,
04/03/2020,6,SIN,OCC,7815.646,,,
04/03/2020,7,SIN,OCC,8235.891,,,
04/03/2020,8,SIN,OCC,8623.421,,,
04/03/2020,9,SIN,OCC,9054.081,,,
04/03/2020,10,SIN,OCC,9320.044,,,
04/03/2020,11,SIN,OCC,9417.6,,,
04/03/2020,12,SIN,OCC,9501.882,,,
04/03/2020,13,SIN,OCC,9591.58,,,
04/03/2020,14,SIN,OCC,9644.41,,,
04/03/2020,15,SIN,OCC,9618.072,,,
04/03/2020,16,SIN,OCC,9626.259,,,
04/03/2020,17,SIN,OCC,9605.918,,,
04/03/2020,18,SIN,OCC,9483.536,,,
04/03/2020,19,SIN,OCC,9230.501,,,
04/03/2020,20,SIN,OCC,9469.073,,,
04/03/2020,21,SIN,OCC,9377.019,,,
04/03/2020,22,SIN,OCC,9133.027,,,
04/03/2020,23,SIN,OCC,8780.265,,,
04/03/2020,24,SIN,OCC,8511.895,,,
04/03/2020,1,SIN,ORI,6391.986,,,
04/03/2020,2,SIN,ORI,6105.474,,,
04/03/2020,3,SIN,ORI,5878.905,,,
04/03/2020,4,SIN,ORI,5749.581,,,
04/03/2020,5,SIN,ORI,5653.679,,,
04/03/2020,6,SIN,ORI,5696.871,,,
04/03/2020,7,SIN,ORI,5715.208,,,
04/03/2020,8,SIN,ORI,5746.004,,,
04/03/2020,9,SIN,ORI,5829.131,,,
04/03/2020,10,SIN,ORI,6034.156,,,
04/03/2020,11,SIN,ORI,6172.867,,,
04/03/2020,12,SIN,ORI,6368.483,,,
04/03/2020,13,SIN,ORI,6452.753,,,
04/03/2020,14,SIN,ORI,6554.52,,,
04/03/2020,15,SIN,ORI,6602.634,,,
04/03/2020,16,SIN,ORI,6730.345,,,
04/03/2020,17,SIN,ORI,6729.207,,,
04/03/2020,18,SIN,ORI,6657.73,,,
04/03/2020,19,SIN,ORI,6898.572,,,
04/03/2020,20,SIN,ORI,7351.694,,,
04/03/2020,21,SIN,ORI,7402.592,,,
04/03/2020,22,SIN,ORI,7216.035,,,
04/03/2020,23,SIN,ORI,6926.982,,,
04/03/2020,24,SIN,ORI,6573.747,,,
04/03/2020,1,SIN,PEN,1623.933,,,
04/03/2020,2,SIN,PEN,1542.288,,,
04/03/2020,3,SIN,PEN,1479.199,,,
04/03/2020,4,SIN,PEN,1421.264,,,
04/03/2020,5,SIN,PEN,1386.367,,,
04/03/2020,6,SIN,PEN,1375.448,,,
04/03/2020,7,SIN,PEN,1355.167,,,
04/03/2020,8,SIN,PEN,1449.897,,,
04/03/2020,9,SIN,PEN,1594.229,,,
04/03/2020,10,SIN,PEN,1687.103,,,
04/03/2020,11,SIN,PEN,1735.758,,,
04/03/2020,12,SIN,PEN,1769.919,,,
04/03/2020,13,SIN,PEN,1801.821,,,
04/03/2020,14,SIN,PEN,1814.74,,,
04/03/2020,15,SIN,PEN,1826.664,,,
04/03/2020,16,SIN,PEN,1853.765,,,
04/03/2020,17,SIN,PEN,1844.838,,,
04/03/2020,18,SIN,PEN,1774.708,,,
04/03/2020,19,SIN,PEN,1833.246,,,
04/03/2020,20,SIN,PEN,1846.277,,,
04/03/2020,21,SIN,PEN,1834.384,,,
04/03/2020,22,SIN,PEN,1835.296,,,
04/03/2020,23,SIN,PEN,1819.912,,,
04/03/2020,24,SIN,PEN,1761.668,,,
05/03/2020,1,BCA,BCA,1193.809,,,
05/03/2020,2,BCA,BCA,1148.545,,,
05/03/2020,3,BCA,BCA,1123.458,,,
05/03/2020,4,BCA,BCA,1116.22,,,
05/03/2020,5,BCA,BCA,1133.329,,,
05/03/2020,6,BCA,BCA,1183.544,,,
05/03/2020,7,BCA,BCA,1253.728,,,
05/03/2020,8,BCA,BCA,1350.565,,,
05/03/2020,9,BCA,BCA,1401.788,,,
05/03/2020,10,BCA,BCA,1434.543,,,
05/03/2020,11,BCA,BCA,1469.272,,,
05/03/2020,12,BCA,BCA,1499.32,,,
05/03/2020,13,BCA,BCA,1496.034,,,
05/03/2020,14,BCA,BCA,1513.9,,,
05/03/2020,15,BCA,BCA,1528.845,,,
05/03/2020,16,BCA,BCA,1519.891,,,
05/03/2020,17,BCA,BCA,1503.756,,,
05/03/2020,18,BCA,BCA,1509.904,,,
05/03/2020,19,BCA,BCA,1595.693,,,
05/03/2020,20,BCA,BCA,1590.939,,,
05/03/2020,21,BCA,BCA,1550.631,,,
05/03/2020,22,BCA,BCA,1472.481,,,
05/03/2020,23,BCA,BCA,1381.705,,,
05/03/2020,24,BCA,BCA,1272.207,,,
05/03/2020,1,BCS,BCS,210.048,,,
05/03/2020,2,BCS,BCS,201.342,,,
05/03/2020,3,BCS,BCS,195.809,,,
05/03/2020,4,BCS,BCS,193.375,,,
05/03/2020,5,BCS,BCS,194.448,,,
05/03/2020,6,BCS,BCS,206.292,,,
05/03/2020,7,BCS,BCS,221.273,,,
05/03/2020,8,BCS,BCS,232.806,,,
05/03/2020,9,BCS,BCS,243.959,,,
05/03/2020,10,BCS,BCS,252.603,,,
05/03/2020,11,BCS,BCS,259.118,,,
05/03/2020,12,BCS,BCS,262.794,,,
05/03/2020,13,BCS,BCS,264.681,,,
05/03/2020,14,BCS,BCS,266.616,,,
05/03/2020,15,BCS,BCS,268.995,,,
05/03/2020,16,BCS,BCS,272.291,,,
05/03/2020,17,BCS,BCS,274.338,,,
05/03/2020,18,BCS,BCS,275.353,,,
05/03/2020,19,BCS,BCS,288.487,,,
05/03/2020,20,BCS,BCS,299.315,,,
05/03/2020,21,BCS,BCS,291.638,,,
05/03/2020,22,BCS,BCS,275.871,,,
05/03/2020,23,BCS,BCS,253.84,,,
05/03/2020,24,BCS,BCS,229.862,,,
05/03/2020,1,SIN,CEN,5741.546,,,
05/03/2020,2,SIN,CEN,5578.117,,,
05/03/2020,3,SIN,CEN,5346.472,,,
05/03/2020,4,SIN,CEN,5362.469,,,
05/03/2020,5,SIN,CEN,5474.5,,,
05/03/2020,6,SIN,CEN,5730.539,,,
05/03/2020,7,SIN,CEN,6306.04,,,
05/03/2020,8,SIN,CEN,6598.063,,,
05/03/2020,9,SIN,CEN,6801.6,,,
05/03/2020,10,SIN,CEN,7049.731,,,
05/03/2020,11,SIN,CEN,7184.575,,,
05/03/2020,12,SIN,CEN,7378.623,,,
05/03/2020,13,SIN,CEN,7367.071,,,
05/03/2020,14,SIN,CEN,7326.54,,,
05/03/2020,15,SIN,CEN,7293.638,,,
05/03/2020,16,SIN,CEN,7369.224,,,
05/03/2020,17,SIN,CEN,7389.545,,,
05/03/2020,18,SIN,CEN,7397.683,,,
05/03/2020,19,SIN,CEN,7529.989,,,
05/03/2020,20,SIN,CEN,7955.966,,,
05/03/2020,21,SIN,CEN,7864.658,,,
05/03/2020,22,SIN,CEN,7520.011,,,
05/03/2020,23,SIN,CEN,7020.98,,,
05/03/2020,24,SIN,CEN,6564.22,,,
05/03/2020,1,SIN,NES,5779.508,,,
05/03/2020,2,SIN,NES,5616.202,,,
05/03/2020,3,SIN,NES,5504.397,,,
05/03/2020,4,SIN,NES,5448.364,,,
05/03/2020,5,SIN,NES,5452.215,,,
05/03/2020,6,SIN,NES,5525.925,,,
05/03/2020,7,SIN,NES,5633.383,,,
05/03/2020,8,SIN,NES,5807.249,,,
05/03/2020,9,SIN,NES,5926.35,,,
05/03/2020,10,SIN,NES,6033.913,,,
05/03/2020,11,SIN,NES,6111.784,,,
05/03/2020,12,SIN,NES,6169.784,,,
05/03/2020,13,SIN,NES,6180.101,,,
05/03/2020,14,SIN,NES,6174.05,,,
05/03/2020,15,SIN,NES,6142.918,,,
05/03/2020,16,SIN,NES,6137.217,,,
05/03/2020,17,SIN,NES,6100.247,,,
05/03/2020,18,SIN,NES,6062.445,,,
05/03/2020,19,SIN,NES,6017.428,,,
05/03/2020,20,SIN,NES,6057.802,,,
05/03/2020,21,SIN,NES,6009.192,,,
05/03/2020,22,SIN,NES,5900.207,,,
05/03/2020,23,SIN,NES,5766.238,,,
05/03/2020,24,SIN,NES,5619.785,,,
05/03/2020,1,SIN,NOR,2018.44,,,
05/03/2020,2,SIN,NOR,1916.687,,,
05/03/2020,3,SIN,NOR,1862.299,,,
05/03/2020,4,SIN,NOR,1828.194,,,
05/03/2020,5,SIN,NOR,1814.983,,,
05/03/2020,6,SIN,NOR,1815.949,,,
05/03/2020,7,SIN,NOR,1885.573,,,
05/03/2020,8,SIN,NOR,1980.443,,,
05/03/2020,9,SIN,NOR,2017.85,,,
05/03/2020,10,SIN,NOR,2128.047,,,
05/03/2020,11,SIN,NOR,2204.806,,,
05/03/2020,12,SIN,NOR,2229.587,,,
05/03/2020,13,SIN,NOR,2297.898,,,
05/03/2020,14,SIN,NOR,2313.018,,,
05/03/2020,15,SIN,NOR,2322.807,,,
05/03/2020,16,SIN,NOR,2353.323,,,
05/03/2020,17,SIN,NOR,2351.074,,,
05/03/2020,18,SIN,NOR,2321.551,,,
05/03/2020,19,SIN,NOR,2280.144,,,
05/03/2020,20,SIN,NOR,2314.309,,,
05/03/2020,21,SIN,NOR,2405.152,,,
05/03/2020,22,SIN,NOR,2365.521,,,
05/03/2020,23,SIN,NOR,2286.608,,,
05/03/2020,24,SIN,NOR,2168.538,,,
05/03/2020,1,SIN,NTE,2908.058,,,
05/03/2020,2,SIN,NTE,2803.991,,,
05/03/2020,3,SIN,NTE,2752.415,,,
05/03/2020,4,SIN,NTE,2716.925,,,
05/03/2020,5,SIN,NTE,2705.209,,,
05/03/2020,6,SIN,NTE,2741.93,,,
05/03/2020,7,SIN,NTE,2826.178,,,
05/03/2020,8,SIN,NTE,2950.849,,,
05/03/2020,9,SIN,NTE,3073.498,,,
05/03/2020,10,SIN,NTE,3144.308,,,
05/03/2020,11,SIN,NTE,3189.031,,,
05/03/2020,12,SIN,NTE,3213.485,,,
05/03/2020,13,SIN,NTE,3228.085,,,
05/03/2020,14,SIN,NTE,3218.321,,,
05/03/2020,15,SIN,NTE,3215.53,,,
05/03/2020,16,SIN,NTE,3221.926,,,
05/03/2020,17,SIN,NTE,3190.326,,,
05/03/2020,18,SIN,NTE,3173.094,,,
05/03/2020,19,SIN,NTE,3138.742,,,
05/03/2020,20,SIN,NTE,3264.958,,,
05/03/2020,21,SIN,NTE,3305.709,,,
05/03/2020,22,SIN,NTE,3253.757,,,
05/03/2020,23,SIN,NTE,3155.702,,,
05/03/2020,24,SIN,NTE,3004.393,,,
05/03/2020,1,SIN,OCC,8116.698,,,
05/03/2020,2,SIN,OCC,7872.156,,,
